starttime	seconds	ctime	dtime	ttime	wait
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:05 2012	1350343925	1	15	16	15
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	16	16	16
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	16
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:05 2012	1350343925	1	15	17	15
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:05 2012	1350343925	1	15	17	15
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:05 2012	1350343925	2	16	17	16
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:05 2012	1350343925	2	16	17	16
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:06 2012	1350343926	0	17	17	17
Mon Oct 15 16:32:05 2012	1350343925	2	16	18	16
Mon Oct 15 16:32:06 2012	1350343926	0	18	18	18
Mon Oct 15 16:32:06 2012	1350343926	0	18	18	18
Mon Oct 15 16:32:06 2012	1350343926	0	18	18	18
Mon Oct 15 16:32:06 2012	1350343926	0	18	18	18
Mon Oct 15 16:32:06 2012	1350343926	0	18	18	18
Mon Oct 15 16:32:06 2012	1350343926	0	18	18	18
Mon Oct 15 16:32:06 2012	1350343926	0	18	18	18
Mon Oct 15 16:32:06 2012	1350343926	0	18	18	18
Mon Oct 15 16:32:06 2012	1350343926	0	18	18	18
Mon Oct 15 16:32:06 2012	1350343926	0	18	18	18
Mon Oct 15 16:32:06 2012	1350343926	0	18	18	18
Mon Oct 15 16:32:06 2012	1350343926	0	18	18	18
Mon Oct 15 16:32:06 2012	1350343926	0	18	18	18
Mon Oct 15 16:32:06 2012	1350343926	0	18	18	18
Mon Oct 15 16:32:06 2012	1350343926	0	18	18	18
Mon Oct 15 16:32:06 2012	1350343926	0	18	18	18
Mon Oct 15 16:32:05 2012	1350343925	2	16	18	16
Mon Oct 15 16:32:06 2012	1350343926	0	18	18	18
Mon Oct 15 16:32:06 2012	1350343926	0	18	18	18
Mon Oct 15 16:32:06 2012	1350343926	0	18	18	18
Mon Oct 15 16:32:06 2012	1350343926	0	18	18	18
Mon Oct 15 16:32:06 2012	1350343926	0	18	18	18
Mon Oct 15 16:32:06 2012	1350343926	0	18	18	18
Mon Oct 15 16:32:06 2012	1350343926	0	18	18	18
Mon Oct 15 16:32:06 2012	1350343926	0	18	18	18
Mon Oct 15 16:32:06 2012	1350343926	0	18	18	18
Mon Oct 15 16:32:06 2012	1350343926	0	18	18	18
Mon Oct 15 16:32:06 2012	1350343926	0	18	18	18
Mon Oct 15 16:32:06 2012	1350343926	0	18	18	18
Mon Oct 15 16:32:06 2012	1350343926	0	18	18	18
Mon Oct 15 16:32:06 2012	1350343926	0	18	18	18
Mon Oct 15 16:32:06 2012	1350343926	0	18	18	18
Mon Oct 15 16:32:06 2012	1350343926	0	18	18	18
Mon Oct 15 16:32:06 2012	1350343926	0	18	18	18
Mon Oct 15 16:32:05 2012	1350343925	2	16	18	16
Mon Oct 15 16:32:06 2012	1350343926	0	18	18	18
Mon Oct 15 16:32:06 2012	1350343926	0	18	18	18
Mon Oct 15 16:32:06 2012	1350343926	0	18	18	18
Mon Oct 15 16:32:06 2012	1350343926	0	18	18	18
Mon Oct 15 16:32:06 2012	1350343926	0	18	18	18
Mon Oct 15 16:32:05 2012	1350343925	2	17	18	17
Mon Oct 15 16:32:06 2012	1350343926	0	19	19	19
Mon Oct 15 16:32:06 2012	1350343926	0	19	19	19
Mon Oct 15 16:32:06 2012	1350343926	0	19	19	19
Mon Oct 15 16:32:06 2012	1350343926	0	19	19	19
Mon Oct 15 16:32:06 2012	1350343926	0	19	19	19
Mon Oct 15 16:32:06 2012	1350343926	0	19	19	19
Mon Oct 15 16:32:06 2012	1350343926	0	19	19	19
Mon Oct 15 16:32:06 2012	1350343926	0	19	19	19
Mon Oct 15 16:32:06 2012	1350343926	0	19	19	19
Mon Oct 15 16:32:06 2012	1350343926	0	19	19	19
Mon Oct 15 16:32:06 2012	1350343926	0	19	19	19
Mon Oct 15 16:32:06 2012	1350343926	0	19	19	19
Mon Oct 15 16:32:06 2012	1350343926	0	19	19	19
Mon Oct 15 16:32:06 2012	1350343926	0	19	19	19
Mon Oct 15 16:32:06 2012	1350343926	0	19	19	19
Mon Oct 15 16:32:05 2012	1350343925	2	17	19	17
Mon Oct 15 16:32:06 2012	1350343926	0	19	19	19
Mon Oct 15 16:32:06 2012	1350343926	0	19	19	19
Mon Oct 15 16:32:06 2012	1350343926	0	19	19	19
Mon Oct 15 16:32:06 2012	1350343926	0	19	19	19
Mon Oct 15 16:32:06 2012	1350343926	0	19	19	19
Mon Oct 15 16:32:06 2012	1350343926	0	19	19	19
Mon Oct 15 16:32:06 2012	1350343926	0	19	19	19
Mon Oct 15 16:32:06 2012	1350343926	0	19	19	19
Mon Oct 15 16:32:06 2012	1350343926	0	19	19	19
Mon Oct 15 16:32:06 2012	1350343926	0	19	19	19
Mon Oct 15 16:32:06 2012	1350343926	0	19	19	19
Mon Oct 15 16:32:06 2012	1350343926	0	19	19	19
Mon Oct 15 16:32:06 2012	1350343926	0	19	19	19
Mon Oct 15 16:32:05 2012	1350343925	2	17	19	17
Mon Oct 15 16:32:06 2012	1350343926	0	19	19	19
Mon Oct 15 16:32:06 2012	1350343926	0	19	19	19
Mon Oct 15 16:32:05 2012	1350343925	2	18	19	18
Mon Oct 15 16:32:06 2012	1350343926	0	19	19	19
Mon Oct 15 16:32:06 2012	1350343926	0	19	19	19
Mon Oct 15 16:32:06 2012	1350343926	0	20	20	20
Mon Oct 15 16:32:06 2012	1350343926	0	20	20	20
Mon Oct 15 16:32:06 2012	1350343926	0	20	20	20
Mon Oct 15 16:32:06 2012	1350343926	0	20	20	20
Mon Oct 15 16:32:06 2012	1350343926	0	20	20	20
Mon Oct 15 16:32:06 2012	1350343926	0	20	20	20
Mon Oct 15 16:32:06 2012	1350343926	0	20	20	20
Mon Oct 15 16:32:06 2012	1350343926	0	20	20	20
Mon Oct 15 16:32:06 2012	1350343926	0	20	20	20
Mon Oct 15 16:32:05 2012	1350343925	0	20	20	20
Mon Oct 15 16:32:06 2012	1350343926	0	20	20	20
Mon Oct 15 16:32:06 2012	1350343926	0	20	20	20
Mon Oct 15 16:32:06 2012	1350343926	0	20	20	20
Mon Oct 15 16:32:06 2012	1350343926	0	20	20	20
Mon Oct 15 16:32:05 2012	1350343925	2	18	20	18
Mon Oct 15 16:32:06 2012	1350343926	0	20	20	20
Mon Oct 15 16:32:06 2012	1350343926	0	21	21	21
Mon Oct 15 16:32:05 2012	1350343925	2	19	21	19
Mon Oct 15 16:32:05 2012	1350343925	0	21	21	21
Mon Oct 15 16:32:06 2012	1350343926	0	21	21	21
Mon Oct 15 16:32:06 2012	1350343926	0	21	21	21
Mon Oct 15 16:32:06 2012	1350343926	0	21	21	21
Mon Oct 15 16:32:06 2012	1350343926	0	21	21	21
Mon Oct 15 16:32:06 2012	1350343926	0	21	21	21
Mon Oct 15 16:32:06 2012	1350343926	0	21	21	21
Mon Oct 15 16:32:06 2012	1350343926	0	21	21	21
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:05 2012	1350343925	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:05 2012	1350343925	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:05 2012	1350343925	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:05 2012	1350343925	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:05 2012	1350343925	2	20	22	20
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:05 2012	1350343925	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:05 2012	1350343925	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:05 2012	1350343925	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:05 2012	1350343925	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:05 2012	1350343925	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:05 2012	1350343925	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	22	22	22
Mon Oct 15 16:32:06 2012	1350343926	0	23	23	22
Mon Oct 15 16:32:05 2012	1350343925	0	23	23	23
Mon Oct 15 16:32:05 2012	1350343925	0	23	23	23
Mon Oct 15 16:32:06 2012	1350343926	0	23	23	23
Mon Oct 15 16:32:06 2012	1350343926	0	23	23	23
Mon Oct 15 16:32:05 2012	1350343925	0	23	23	23
Mon Oct 15 16:32:06 2012	1350343926	0	23	23	23
Mon Oct 15 16:32:06 2012	1350343926	0	23	23	23
Mon Oct 15 16:32:06 2012	1350343926	0	23	23	23
Mon Oct 15 16:32:06 2012	1350343926	0	23	23	23
Mon Oct 15 16:32:06 2012	1350343926	0	23	23	23
Mon Oct 15 16:32:05 2012	1350343925	2	21	23	21
Mon Oct 15 16:32:06 2012	1350343926	0	23	23	23
Mon Oct 15 16:32:06 2012	1350343926	0	23	23	23
Mon Oct 15 16:32:06 2012	1350343926	0	23	23	23
Mon Oct 15 16:32:06 2012	1350343926	0	23	23	23
Mon Oct 15 16:32:06 2012	1350343926	0	23	23	23
Mon Oct 15 16:32:06 2012	1350343926	0	23	23	23
Mon Oct 15 16:32:06 2012	1350343926	0	23	23	23
Mon Oct 15 16:32:06 2012	1350343926	0	23	23	23
Mon Oct 15 16:32:05 2012	1350343925	0	23	23	23
Mon Oct 15 16:32:05 2012	1350343925	0	24	24	24
Mon Oct 15 16:32:05 2012	1350343925	0	24	24	24
Mon Oct 15 16:32:05 2012	1350343925	0	24	24	24
Mon Oct 15 16:32:05 2012	1350343925	0	24	24	24
Mon Oct 15 16:32:05 2012	1350343925	0	24	24	24
Mon Oct 15 16:32:05 2012	1350343925	0	24	24	24
Mon Oct 15 16:32:05 2012	1350343925	0	24	24	24
Mon Oct 15 16:32:05 2012	1350343925	0	24	24	24
Mon Oct 15 16:32:05 2012	1350343925	0	24	24	24
Mon Oct 15 16:32:05 2012	1350343925	0	24	24	24
Mon Oct 15 16:32:05 2012	1350343925	0	24	24	24
Mon Oct 15 16:32:06 2012	1350343926	0	24	24	24
Mon Oct 15 16:32:05 2012	1350343925	0	24	24	24
Mon Oct 15 16:32:06 2012	1350343926	0	24	24	24
Mon Oct 15 16:32:05 2012	1350343925	2	23	24	23
Mon Oct 15 16:32:06 2012	1350343926	0	24	24	24
Mon Oct 15 16:32:05 2012	1350343925	0	25	25	24
Mon Oct 15 16:32:06 2012	1350343926	0	25	25	25
Mon Oct 15 16:32:05 2012	1350343925	2	23	25	23
Mon Oct 15 16:32:05 2012	1350343925	2	23	25	23
Mon Oct 15 16:32:06 2012	1350343926	0	25	25	25
Mon Oct 15 16:32:05 2012	1350343925	2	23	25	23
Mon Oct 15 16:32:06 2012	1350343926	0	25	25	25
Mon Oct 15 16:32:06 2012	1350343926	0	25	25	25
Mon Oct 15 16:32:06 2012	1350343926	0	25	25	25
Mon Oct 15 16:32:06 2012	1350343926	0	25	25	25
Mon Oct 15 16:32:06 2012	1350343926	0	25	25	25
Mon Oct 15 16:32:05 2012	1350343925	2	23	25	23
Mon Oct 15 16:32:06 2012	1350343926	0	25	25	25
Mon Oct 15 16:32:06 2012	1350343926	0	25	25	25
Mon Oct 15 16:32:06 2012	1350343926	0	25	25	25
Mon Oct 15 16:32:06 2012	1350343926	0	25	25	25
Mon Oct 15 16:32:05 2012	1350343925	0	26	26	25
Mon Oct 15 16:32:06 2012	1350343926	0	26	26	26
Mon Oct 15 16:32:06 2012	1350343926	0	26	26	26
Mon Oct 15 16:32:05 2012	1350343925	2	24	26	24
Mon Oct 15 16:32:05 2012	1350343925	2	24	26	24
Mon Oct 15 16:32:06 2012	1350343926	0	26	26	26
Mon Oct 15 16:32:06 2012	1350343926	0	26	26	26
Mon Oct 15 16:32:06 2012	1350343926	0	26	26	26
Mon Oct 15 16:32:06 2012	1350343926	0	26	26	26
Mon Oct 15 16:32:06 2012	1350343926	0	26	26	26
Mon Oct 15 16:32:06 2012	1350343926	0	26	26	26
Mon Oct 15 16:32:06 2012	1350343926	0	26	26	26
Mon Oct 15 16:32:06 2012	1350343926	0	26	26	26
Mon Oct 15 16:32:06 2012	1350343926	0	26	26	26
Mon Oct 15 16:32:06 2012	1350343926	0	26	26	26
Mon Oct 15 16:32:06 2012	1350343926	0	26	26	26
Mon Oct 15 16:32:06 2012	1350343926	0	26	26	26
Mon Oct 15 16:32:06 2012	1350343926	0	27	27	27
Mon Oct 15 16:32:06 2012	1350343926	0	27	27	27
Mon Oct 15 16:32:06 2012	1350343926	0	27	27	27
Mon Oct 15 16:32:05 2012	1350343925	2	25	27	25
Mon Oct 15 16:32:06 2012	1350343926	0	27	27	27
Mon Oct 15 16:32:06 2012	1350343926	0	27	27	27
Mon Oct 15 16:32:06 2012	1350343926	0	27	27	27
